"gender","ethnicity","star1","math1","lunch1","school1","experience1","schoolid1","lunch1_school"
1,0,1,535,1,1,1,32,0.950819672131147
1,0,2,472,1,1,10,32,0.950819672131147
0,0,0,523,1,2,7,51,0.399141630901288
0,1,0,572,0,4,11,9,0.346456692913386
1,1,0,601,0,4,11,9,0.346456692913386
0,0,0,454,1,1,27,27,0.839416058394161
0,1,0,592,0,3,0,66,0.341666666666667
0,0,0,526,1,1,25,27,0.839416058394161
1,0,0,549,1,1,25,27,0.839416058394161
0,1,2,562,0,3,4,66,0.341666666666667
1,0,1,526,1,2,9,51,0.399141630901288
1,0,1,542,1,1,3,22,0.91869918699187
1,1,2,562,0,3,8,66,0.341666666666667
1,1,0,529,0,4,20,9,0.346456692913386
0,1,1,592,0,3,8,63,0.4140625
0,1,1,542,0,3,7,63,0.4140625
1,1,0,562,0,3,12,66,0.341666666666667
1,0,2,422,0,3,16,63,0.4140625
1,1,1,507,1,4,20,9,0.346456692913386
1,0,0,451,1,1,5,27,0.839416058394161
0,0,1,578,1,1,17,27,0.839416058394161
0,1,1,505,0,3,4,66,0.341666666666667
0,0,2,497,1,1,27,22,0.91869918699187
0,0,2,515,1,1,27,22,0.91869918699187
1,0,0,470,1,1,15,19,0.957627118644068
1,0,1,500,1,1,6,22,0.91869918699187
1,1,0,515,1,3,21,63,0.4140625
0,1,0,523,1,3,21,63,0.4140625
1,0,0,470,1,1,4,32,0.950819672131147
0,0,0,486,1,1,3,19,0.957627118644068
0,0,1,567,1,1,9,22,0.91869918699187
1,1,2,535,1,4,10,9,0.346456692913386
0,1,2,535,0,2,2,51,0.399141630901288
1,1,2,557,1,3,16,63,0.4140625
0,0,2,562,1,1,24,27,0.839416058394161
1,0,1,510,1,1,17,27,0.839416058394161
1,1,2,572,0,2,4,51,0.399141630901288
1,0,2,502,1,1,10,32,0.950819672131147
1,1,0,535,0,2,12,51,0.399141630901288
1,0,0,520,1,1,5,27,0.839416058394161
0,0,1,512,1,1,1,32,0.950819672131147
1,1,1,484,0,2,23,51,0.399141630901288
0,1,2,584,1,2,2,51,0.399141630901288
1,1,1,612,0,2,14,51,0.399141630901288
1,1,0,538,1,4,11,9,0.346456692913386
1,0,0,433,1,1,15,19,0.957627118644068
0,0,2,488,1,1,27,19,0.957627118644068
0,0,0,486,1,1,27,27,0.839416058394161
1,0,2,512,0,2,6,51,0.399141630901288
1,1,0,510,1,2,12,51,0.399141630901288
0,1,0,532,0,2,1,51,0.399141630901288
1,1,1,592,0,2,9,51,0.399141630901288
1,0,0,500,1,1,3,19,0.957627118644068
0,0,0,486,1,1,15,19,0.957627118644068
0,0,2,515,1,2,4,51,0.399141630901288
1,0,1,553,1,1,4,32,0.950819672131147
0,0,1,562,0,1,32,27,0.839416058394161
0,1,0,532,0,3,0,66,0.341666666666667
1,1,2,549,0,2,4,51,0.399141630901288
0,0,1,470,1,1,13,19,0.957627118644068
1,1,0,545,0,2,7,51,0.399141630901288
1,0,0,446,1,1,0,32,0.950819672131147
0,0,2,545,1,2,20,51,0.399141630901288
1,1,2,502,0,2,6,51,0.399141630901288
1,1,2,538,1,3,8,66,0.341666666666667
1,1,2,567,0,3,9,63,0.4140625
1,1,1,535,1,3,8,66,0.341666666666667
0,1,2,601,0,3,9,63,0.4140625
1,1,1,553,1,4,27,9,0.346456692913386
0,0,0,472,1,2,12,51,0.399141630901288
0,1,2,553,0,2,20,51,0.399141630901288
1,0,0,439,1,1,25,27,0.839416058394161
1,0,0,493,1,1,15,19,0.957627118644068
0,1,0,549,0,3,0,66,0.341666666666667
1,0,2,567,1,2,6,51,0.399141630901288
1,0,2,518,1,3,9,63,0.4140625
1,1,2,495,0,2,2,51,0.399141630901288
0,1,2,481,0,3,4,66,0.341666666666667
0,0,2,474,1,1,6,22,0.91869918699187
0,1,1,484,0,4,18,9,0.346456692913386
0,1,2,557,0,4,8,9,0.346456692913386
1,0,2,529,1,1,27,19,0.957627118644068
1,1,0,538,1,2,7,51,0.399141630901288
1,0,1,535,1,1,32,27,0.839416058394161
0,0,1,500,0,1,6,22,0.91869918699187
1,1,0,488,1,2,12,51,0.399141630901288
1,1,0,584,0,4,11,9,0.346456692913386
0,1,1,505,1,3,15,63,0.4140625
0,0,0,502,1,2,7,51,0.399141630901288
1,0,2,520,1,1,24,27,0.839416058394161
0,0,2,441,1,1,27,19,0.957627118644068
0,1,2,557,0,2,20,51,0.399141630901288
0,0,0,490,1,1,4,32,0.950819672131147
1,0,1,488,1,1,13,19,0.957627118644068
1,0,0,502,1,1,4,32,0.950819672131147
0,0,0,484,1,1,0,32,0.950819672131147
0,1,1,592,1,4,18,9,0.346456692913386
0,0,0,488,1,1,25,27,0.839416058394161
0,0,2,461,1,1,27,19,0.957627118644068
0,1,0,481,0,3,0,66,0.341666666666667
0,1,2,612,0,4,10,9,0.346456692913386
0,0,2,493,1,1,31,32,0.950819672131147
1,1,1,572,0,3,8,63,0.4140625
1,1,1,526,1,4,27,9,0.346456692913386
0,1,1,518,0,4,27,9,0.346456692913386
1,1,1,584,1,4,20,9,0.346456692913386
1,1,2,538,0,2,4,51,0.399141630901288
0,0,0,488,0,1,5,27,0.839416058394161
1,1,2,523,0,2,6,51,0.399141630901288
1,0,1,461,1,1,4,32,0.950819672131147
0,1,1,578,0,4,20,9,0.346456692913386
1,0,2,526,0,2,20,51,0.399141630901288
1,1,2,627,0,3,8,66,0.341666666666667
0,0,0,572,1,2,7,51,0.399141630901288
0,1,2,572,0,4,10,9,0.346456692913386
1,1,1,592,0,2,14,51,0.399141630901288
0,0,0,526,1,1,0,32,0.950819672131147
1,1,2,627,0,2,6,51,0.399141630901288
0,1,1,567,0,3,8,63,0.4140625
0,1,0,545,1,4,20,9,0.346456692913386
0,0,0,553,0,1,5,27,0.839416058394161
0,0,0,515,1,1,15,19,0.957627118644068
0,1,2,497,0,3,8,66,0.341666666666667
1,0,0,515,1,1,5,27,0.839416058394161
0,0,0,562,0,1,27,27,0.839416058394161
1,1,1,567,0,3,15,63,0.4140625
0,1,2,523,1,3,16,63,0.4140625
0,1,0,497,0,4,11,9,0.346456692913386
0,1,2,507,0,4,10,9,0.346456692913386
0,1,2,584,0,3,4,66,0.341666666666667
1,1,1,627,0,3,15,63,0.4140625
1,0,0,497,1,1,3,19,0.957627118644068
1,0,0,465,1,1,15,19,0.957627118644068
1,0,0,477,1,1,3,19,0.957627118644068
0,1,1,529,0,4,27,9,0.346456692913386
1,0,0,505,1,3,42,63,0.4140625
0,0,0,490,1,1,1,22,0.91869918699187
1,1,2,562,0,3,16,63,0.4140625
0,1,0,601,0,4,20,9,0.346456692913386
0,1,0,520,0,2,12,51,0.399141630901288
0,1,0,529,0,3,42,63,0.4140625
0,0,2,468,1,1,27,22,0.91869918699187
0,1,0,578,0,2,13,51,0.399141630901288
1,1,1,592,0,2,9,51,0.399141630901288
0,0,2,557,1,1,24,22,0.91869918699187
1,1,0,535,0,2,13,51,0.399141630901288
1,0,0,449,1,1,25,27,0.839416058394161
1,1,0,653,0,2,7,51,0.399141630901288
1,1,2,526,0,2,4,51,0.399141630901288
0,1,0,562,0,3,0,66,0.341666666666667
0,1,0,557,0,3,0,66,0.341666666666667
0,1,0,495,0,3,0,66,0.341666666666667
1,1,2,553,1,4,8,9,0.346456692913386
0,0,2,474,1,1,27,22,0.91869918699187
1,0,2,518,0,2,20,51,0.399141630901288
1,0,0,523,1,1,1,22,0.91869918699187
1,0,2,488,0,1,6,22,0.91869918699187
1,1,2,572,0,2,20,51,0.399141630901288
1,0,1,542,1,1,9,19,0.957627118644068
1,0,2,493,1,1,10,32,0.950819672131147
1,0,2,497,1,1,6,22,0.91869918699187
0,0,1,505,1,1,13,19,0.957627118644068
1,1,0,486,0,3,12,66,0.341666666666667
1,0,0,490,0,1,27,27,0.839416058394161
0,1,0,510,1,2,1,51,0.399141630901288
0,0,2,545,1,1,10,32,0.950819672131147
0,0,0,627,0,4,20,9,0.346456692913386
0,1,2,553,0,3,9,63,0.4140625
1,1,1,545,0,3,8,66,0.341666666666667
1,1,2,532,0,2,20,51,0.399141630901288
0,1,0,538,0,3,42,63,0.4140625
1,1,1,477,1,3,8,66,0.341666666666667
0,0,1,578,1,2,14,51,0.399141630901288
1,0,0,472,0,2,12,51,0.399141630901288
0,1,1,578,1,3,8,63,0.4140625
0,0,2,468,1,1,6,22,0.91869918699187
1,1,1,584,0,4,27,9,0.346456692913386
1,1,0,465,0,3,12,66,0.341666666666667
1,1,2,553,0,3,8,66,0.341666666666667
1,0,1,612,0,3,8,66,0.341666666666667
1,0,0,444,1,1,25,27,0.839416058394161
1,1,0,512,0,2,1,51,0.399141630901288
0,1,0,481,0,3,21,63,0.4140625
0,0,2,538,1,3,16,63,0.4140625
1,1,2,495,0,2,20,51,0.399141630901288
1,0,2,458,1,1,24,22,0.91869918699187
0,1,0,502,0,3,21,63,0.4140625
1,0,2,468,0,2,4,51,0.399141630901288
1,1,1,584,0,4,27,9,0.346456692913386
1,0,2,493,1,1,3,27,0.839416058394161
0,0,2,545,1,2,20,51,0.399141630901288
0,0,1,515,0,1,32,27,0.839416058394161
1,1,0,557,1,3,42,63,0.4140625
0,1,1,567,0,3,4,66,0.341666666666667
1,0,0,557,1,2,7,51,0.399141630901288
0,0,2,500,1,1,27,22,0.91869918699187
0,0,0,463,1,2,1,51,0.399141630901288
1,0,2,567,1,1,31,32,0.950819672131147
1,0,0,515,1,1,27,27,0.839416058394161
0,0,2,584,1,1,3,27,0.839416058394161
1,1,0,584,0,3,21,63,0.4140625
1,0,0,523,1,1,25,27,0.839416058394161
1,1,2,562,0,3,4,66,0.341666666666667
0,1,1,538,0,4,18,9,0.346456692913386
1,0,0,542,1,2,13,51,0.399141630901288
1,1,0,567,0,4,20,9,0.346456692913386
1,1,2,562,0,2,4,51,0.399141630901288
1,1,0,488,1,3,0,66,0.341666666666667
0,1,1,557,1,4,27,9,0.346456692913386
1,0,2,549,1,1,10,32,0.950819672131147
0,0,0,497,1,1,0,32,0.950819672131147
0,0,0,472,1,1,4,32,0.950819672131147
0,0,0,535,0,2,13,51,0.399141630901288
1,1,2,562,0,4,10,9,0.346456692913386
0,0,0,518,1,1,3,19,0.957627118644068
0,0,2,510,1,1,31,32,0.950819672131147
0,0,1,500,1,1,3,22,0.91869918699187
0,1,0,512,1,3,12,66,0.341666666666667
1,1,2,512,1,4,8,9,0.346456692913386
0,1,0,572,0,3,12,66,0.341666666666667
1,0,2,578,1,1,24,27,0.839416058394161
1,1,2,578,1,3,9,63,0.4140625
0,0,2,515,1,2,2,51,0.399141630901288
0,0,1,493,0,1,32,27,0.839416058394161
0,0,1,553,1,1,13,19,0.957627118644068
0,0,0,486,1,1,25,27,0.839416058394161
1,0,0,592,0,4,20,9,0.346456692913386
0,0,0,488,1,1,4,32,0.950819672131147
0,0,2,557,0,2,20,51,0.399141630901288
0,0,2,578,1,1,24,27,0.839416058394161
0,1,0,562,0,2,13,51,0.399141630901288
0,0,2,465,1,2,20,51,0.399141630901288
1,0,2,510,0,1,6,22,0.91869918699187
0,1,0,567,0,3,0,66,0.341666666666667
0,1,2,477,1,3,8,66,0.341666666666667
0,0,2,592,0,3,16,63,0.4140625
0,0,2,592,1,1,24,27,0.839416058394161
0,1,0,507,1,3,12,66,0.341666666666667
0,1,0,557,0,3,42,63,0.4140625
1,0,0,481,1,1,0,32,0.950819672131147
0,0,1,518,1,1,17,27,0.839416058394161
1,1,0,505,0,2,13,51,0.399141630901288
1,1,2,532,0,3,8,66,0.341666666666667
1,0,0,461,1,1,15,19,0.957627118644068
1,1,0,584,1,3,42,63,0.4140625
1,0,1,481,0,1,1,32,0.950819672131147
0,1,1,578,0,4,27,9,0.346456692913386
1,0,2,538,1,1,24,27,0.839416058394161
0,0,1,553,1,1,13,19,0.957627118644068
1,1,0,502,0,4,20,9,0.346456692913386
1,1,0,520,0,2,7,51,0.399141630901288
0,0,2,567,1,1,27,22,0.91869918699187
1,0,2,529,1,1,10,32,0.950819672131147
0,0,0,526,1,1,5,27,0.839416058394161
0,0,2,572,1,2,6,51,0.399141630901288
0,1,0,538,1,3,42,63,0.4140625
1,0,0,465,1,1,15,19,0.957627118644068
1,1,1,542,0,2,23,51,0.399141630901288
1,0,0,451,1,1,0,32,0.950819672131147
0,0,2,481,1,1,24,22,0.91869918699187
1,0,1,549,0,3,15,63,0.4140625
0,0,0,542,1,1,1,22,0.91869918699187
0,1,2,532,0,3,16,63,0.4140625
1,0,1,515,1,1,32,27,0.839416058394161
1,0,0,474,1,1,3,19,0.957627118644068
1,0,1,495,1,1,17,27,0.839416058394161
0,0,0,572,1,1,4,32,0.950819672131147
1,1,0,477,0,4,20,9,0.346456692913386
0,1,1,535,1,4,20,9,0.346456692913386
1,0,0,493,1,1,1,22,0.91869918699187
1,1,0,601,0,2,7,51,0.399141630901288
1,0,1,520,1,1,3,22,0.91869918699187
1,0,2,468,1,1,31,32,0.950819672131147
0,0,1,532,1,1,32,27,0.839416058394161
1,0,2,497,1,1,24,22,0.91869918699187
1,0,2,601,1,1,24,27,0.839416058394161
1,0,0,441,1,1,25,27,0.839416058394161
1,0,2,451,1,1,10,32,0.950819672131147
0,1,0,572,0,3,12,66,0.341666666666667
0,0,2,474,1,1,6,22,0.91869918699187
0,1,0,572,0,2,13,51,0.399141630901288
1,0,2,454,1,1,24,22,0.91869918699187
1,1,1,584,1,3,7,63,0.4140625
0,0,2,529,1,2,4,51,0.399141630901288
0,1,1,562,1,3,4,66,0.341666666666667
0,0,1,542,1,1,9,19,0.957627118644068
1,1,2,549,1,4,10,9,0.346456692913386
0,1,0,545,0,3,12,66,0.341666666666667
1,1,2,538,0,4,8,9,0.346456692913386
1,0,2,584,0,3,16,63,0.4140625
0,1,2,510,1,3,8,66,0.341666666666667
1,1,2,538,0,4,10,9,0.346456692913386
0,1,1,549,1,4,27,9,0.346456692913386
1,1,2,502,1,3,9,63,0.4140625
1,1,1,512,0,4,20,9,0.346456692913386
1,1,0,538,0,3,0,66,0.341666666666667
0,1,2,520,0,3,8,66,0.341666666666667
0,1,1,578,0,4,18,9,0.346456692913386
1,1,0,495,1,2,7,51,0.399141630901288
1,0,2,612,1,1,31,32,0.950819672131147
0,1,1,500,1,2,9,51,0.399141630901288
1,0,0,505,1,1,3,19,0.957627118644068
1,0,2,474,1,1,27,19,0.957627118644068
0,1,1,532,1,3,15,63,0.4140625
1,0,0,433,1,1,4,32,0.950819672131147
1,0,0,510,1,2,13,51,0.399141630901288
1,1,0,451,0,3,12,66,0.341666666666667
0,1,2,515,0,2,2,51,0.399141630901288
0,0,1,461,1,1,13,19,0.957627118644068
1,0,2,535,0,1,24,22,0.91869918699187
0,0,2,510,1,1,31,32,0.950819672131147
0,0,2,500,1,1,3,27,0.839416058394161
0,0,2,470,1,1,24,22,0.91869918699187
0,1,1,578,0,4,20,9,0.346456692913386
0,0,1,472,1,1,4,32,0.950819672131147
1,1,2,572,0,3,16,63,0.4140625
1,0,0,515,1,1,0,32,0.950819672131147
1,0,0,493,1,1,4,32,0.950819672131147
0,0,0,493,1,1,0,32,0.950819672131147
1,1,2,545,0,3,9,63,0.4140625
1,1,0,612,0,2,7,51,0.399141630901288
1,0,2,538,1,2,20,51,0.399141630901288
0,0,1,436,1,1,4,32,0.950819672131147
1,0,0,477,0,2,7,51,0.399141630901288
1,0,1,502,0,1,1,32,0.950819672131147
1,1,2,567,0,3,9,63,0.4140625
1,0,1,549,1,1,32,27,0.839416058394161
0,0,0,493,1,1,3,19,0.957627118644068
1,1,0,567,0,4,11,9,0.346456692913386
0,1,0,451,1,4,20,9,0.346456692913386
0,1,2,505,0,2,2,51,0.399141630901288
0,0,2,529,1,1,31,32,0.950819672131147
1,0,0,535,1,2,13,51,0.399141630901288
1,1,2,535,1,4,10,9,0.346456692913386
1,0,0,472,1,1,5,27,0.839416058394161
0,1,0,477,0,2,1,51,0.399141630901288
0,1,2,578,0,2,4,51,0.399141630901288
1,1,2,518,0,3,8,66,0.341666666666667
1,0,0,505,1,1,1,22,0.91869918699187
1,1,2,567,0,2,6,51,0.399141630901288
1,0,0,542,1,2,7,51,0.399141630901288
1,0,0,505,1,2,7,51,0.399141630901288
1,1,2,592,0,4,10,9,0.346456692913386
1,0,2,472,1,1,27,19,0.957627118644068
1,0,1,505,1,1,3,22,0.91869918699187
0,0,2,512,0,1,24,22,0.91869918699187
1,1,2,567,0,2,20,51,0.399141630901288
0,1,2,567,0,2,6,51,0.399141630901288
1,1,2,557,1,4,10,9,0.346456692913386
1,0,2,505,1,2,6,51,0.399141630901288
0,1,1,578,0,3,7,63,0.4140625
0,0,2,493,1,1,27,22,0.91869918699187
1,0,2,518,1,1,6,22,0.91869918699187
0,0,0,538,1,2,7,51,0.399141630901288
1,0,1,507,1,1,3,22,0.91869918699187
1,1,0,493,1,3,0,66,0.341666666666667
0,1,0,474,1,3,21,63,0.4140625
0,1,1,592,0,2,14,51,0.399141630901288
1,0,2,463,1,2,6,51,0.399141630901288
0,0,2,479,1,1,27,22,0.91869918699187
0,0,2,444,1,2,6,51,0.399141630901288
1,0,0,436,1,2,1,51,0.399141630901288
1,0,1,510,1,1,1,32,0.950819672131147
0,0,1,500,1,1,17,27,0.839416058394161
0,0,1,557,1,1,9,22,0.91869918699187
0,0,1,493,1,1,1,32,0.950819672131147
1,0,1,470,1,1,4,32,0.950819672131147
0,1,2,520,0,3,9,63,0.4140625
0,0,0,505,1,2,1,51,0.399141630901288
1,0,2,545,1,1,31,32,0.950819672131147
1,0,1,526,1,1,9,19,0.957627118644068
0,0,1,515,1,1,1,32,0.950819672131147
0,0,2,425,1,1,6,22,0.91869918699187
0,0,1,436,1,1,4,32,0.950819672131147
0,0,0,592,1,1,25,27,0.839416058394161
1,1,0,502,0,2,12,51,0.399141630901288
0,0,0,470,1,1,3,19,0.957627118644068
1,1,1,518,0,3,4,66,0.341666666666667
1,1,2,493,0,4,10,9,0.346456692913386
0,1,0,549,0,2,7,51,0.399141630901288
1,1,1,578,1,3,8,63,0.4140625
1,0,0,542,0,1,25,27,0.839416058394161
1,1,1,653,0,2,14,51,0.399141630901288
1,0,0,488,1,1,3,19,0.957627118644068
1,0,2,470,1,1,3,27,0.839416058394161
0,0,1,567,1,1,9,19,0.957627118644068
0,0,0,472,1,1,3,19,0.957627118644068
0,1,1,520,1,3,8,66,0.341666666666667
0,0,0,474,1,1,3,19,0.957627118644068
1,1,2,562,0,3,9,63,0.4140625
0,1,1,578,0,2,14,51,0.399141630901288
0,0,2,515,1,1,31,32,0.950819672131147
0,0,2,502,1,1,6,22,0.91869918699187
1,1,0,545,0,3,21,63,0.4140625
1,0,0,584,0,2,13,51,0.399141630901288
1,1,2,592,1,3,16,63,0.4140625
1,1,1,545,0,3,4,66,0.341666666666667
0,1,2,493,0,4,10,9,0.346456692913386
1,1,0,584,0,3,0,66,0.341666666666667
0,0,2,505,1,1,31,32,0.950819672131147
0,0,0,488,1,1,3,19,0.957627118644068
1,1,0,601,0,2,7,51,0.399141630901288
0,0,0,505,1,1,3,19,0.957627118644068
1,1,1,542,0,2,9,51,0.399141630901288
1,1,1,627,0,2,14,51,0.399141630901288
1,1,1,545,1,4,20,9,0.346456692913386
1,1,1,518,1,4,27,9,0.346456692913386
1,0,0,486,1,1,27,27,0.839416058394161
1,0,2,520,1,1,6,22,0.91869918699187
1,0,2,538,1,1,24,27,0.839416058394161
0,0,0,507,1,1,27,27,0.839416058394161
0,1,1,572,0,2,9,51,0.399141630901288
0,0,1,601,1,1,9,22,0.91869918699187
0,1,2,500,1,3,4,66,0.341666666666667
1,1,0,549,0,3,0,66,0.341666666666667
0,0,2,572,1,2,4,51,0.399141630901288
0,0,2,484,1,1,10,32,0.950819672131147
0,0,2,523,1,1,6,22,0.91869918699187
0,0,2,505,1,1,24,22,0.91869918699187
1,0,0,444,1,1,27,27,0.839416058394161
0,1,2,470,1,3,4,66,0.341666666666667
0,0,2,463,1,1,3,27,0.839416058394161
0,0,0,486,1,1,3,19,0.957627118644068
0,1,1,507,0,2,23,51,0.399141630901288
0,0,2,584,1,1,3,27,0.839416058394161
0,0,1,500,1,1,32,27,0.839416058394161
1,1,2,505,1,3,4,66,0.341666666666667
1,0,0,545,1,1,27,27,0.839416058394161
1,1,2,538,0,4,8,9,0.346456692913386
0,0,2,532,1,1,3,27,0.839416058394161
0,0,0,458,1,1,3,19,0.957627118644068
1,0,0,474,1,1,3,19,0.957627118644068
0,1,0,526,0,2,7,51,0.399141630901288
1,0,1,553,1,1,9,19,0.957627118644068
0,0,2,456,1,1,27,19,0.957627118644068
1,0,2,488,1,1,10,32,0.950819672131147
1,0,0,515,1,1,0,32,0.950819672131147
0,0,1,490,1,1,4,32,0.950819672131147
0,0,1,505,1,1,32,27,0.839416058394161
0,0,0,425,1,1,1,22,0.91869918699187
1,1,1,584,0,3,15,63,0.4140625
0,1,2,542,0,3,4,66,0.341666666666667
0,1,1,562,0,3,8,66,0.341666666666667
0,0,0,572,1,1,25,27,0.839416058394161
0,0,1,463,1,1,17,27,0.839416058394161
0,1,2,545,0,3,4,66,0.341666666666667
1,0,1,474,0,1,1,32,0.950819672131147
1,1,2,545,0,2,2,51,0.399141630901288
1,1,0,567,0,2,13,51,0.399141630901288
0,1,1,495,0,4,27,9,0.346456692913386
1,0,0,490,0,1,5,27,0.839416058394161
1,1,0,535,1,3,21,63,0.4140625
1,1,2,572,0,4,10,9,0.346456692913386
0,1,0,529,0,2,13,51,0.399141630901288
0,0,0,449,1,3,42,63,0.4140625
0,0,0,493,1,1,4,32,0.950819672131147
0,0,1,584,1,1,9,19,0.957627118644068
0,0,1,490,0,2,23,51,0.399141630901288
1,0,1,481,1,1,32,27,0.839416058394161
1,0,0,523,1,1,3,19,0.957627118644068
1,1,0,578,0,3,0,66,0.341666666666667
0,1,2,495,0,2,2,51,0.399141630901288
0,0,1,578,1,1,1,32,0.950819672131147
0,0,1,523,1,1,17,27,0.839416058394161
1,0,0,500,1,1,3,19,0.957627118644068
1,0,2,523,1,1,3,27,0.839416058394161
0,1,1,549,0,3,8,63,0.4140625
0,0,2,481,1,2,6,51,0.399141630901288
1,1,1,612,0,4,18,9,0.346456692913386
1,1,0,484,0,3,0,66,0.341666666666667
0,0,0,456,1,1,0,32,0.950819672131147
0,1,2,500,1,3,8,66,0.341666666666667
0,0,1,520,0,1,32,27,0.839416058394161
1,0,0,470,1,1,1,22,0.91869918699187
1,0,0,532,1,1,27,27,0.839416058394161
1,1,0,529,0,3,42,63,0.4140625
1,1,2,505,1,4,8,9,0.346456692913386
0,0,0,461,1,1,4,32,0.950819672131147
1,0,0,557,0,1,3,19,0.957627118644068
1,1,0,562,0,3,42,63,0.4140625
1,0,1,449,1,1,4,32,0.950819672131147
0,1,0,532,0,4,11,9,0.346456692913386
1,0,2,479,1,1,27,22,0.91869918699187
0,1,2,481,1,3,4,66,0.341666666666667
1,0,0,463,1,1,1,22,0.91869918699187
0,0,0,507,1,2,12,51,0.399141630901288
1,1,1,584,0,3,4,66,0.341666666666667
1,0,0,468,1,1,4,32,0.950819672131147
1,1,2,553,1,3,9,63,0.4140625
0,1,1,500,0,2,23,51,0.399141630901288
0,1,1,538,0,3,15,63,0.4140625
0,0,1,451,0,2,23,51,0.399141630901288
0,1,1,557,0,3,7,63,0.4140625
0,0,2,490,1,1,31,32,0.950819672131147
0,0,0,512,1,1,5,27,0.839416058394161
1,0,0,510,0,2,7,51,0.399141630901288
1,1,2,584,0,3,4,66,0.341666666666667
1,1,0,512,0,3,12,66,0.341666666666667
0,1,0,529,0,2,1,51,0.399141630901288
1,0,2,474,1,1,10,32,0.950819672131147
1,0,1,481,1,3,7,63,0.4140625
0,0,1,472,1,1,9,19,0.957627118644068
0,0,2,505,1,2,2,51,0.399141630901288
1,1,1,653,0,4,20,9,0.346456692913386
1,0,2,523,1,1,10,32,0.950819672131147
1,0,1,572,1,1,9,22,0.91869918699187
0,1,0,557,1,3,21,63,0.4140625
1,1,1,535,0,4,27,9,0.346456692913386
1,0,2,512,0,1,3,27,0.839416058394161
1,0,2,529,1,2,6,51,0.399141630901288
1,0,2,479,1,1,27,22,0.91869918699187
1,1,1,592,1,3,8,63,0.4140625
1,1,0,557,0,3,21,63,0.4140625
0,0,2,490,1,1,10,32,0.950819672131147
1,0,0,468,1,1,15,19,0.957627118644068
1,1,2,532,0,3,8,66,0.341666666666667
0,0,1,523,1,2,9,51,0.399141630901288
0,1,0,549,1,3,12,66,0.341666666666667
1,0,0,500,1,1,0,32,0.950819672131147
1,1,2,553,0,2,2,51,0.399141630901288
1,0,0,529,1,1,5,27,0.839416058394161
1,1,0,545,1,4,20,9,0.346456692913386
0,0,2,549,1,1,24,27,0.839416058394161
1,1,1,676,0,3,7,63,0.4140625
1,1,1,562,0,4,18,9,0.346456692913386
1,0,2,490,1,1,6,22,0.91869918699187
1,1,0,542,0,3,12,66,0.341666666666667
0,0,2,584,1,1,24,27,0.839416058394161
0,0,0,436,1,1,1,22,0.91869918699187
0,0,2,510,1,1,10,32,0.950819672131147
1,0,1,484,1,1,4,32,0.950819672131147
0,1,2,474,0,3,4,66,0.341666666666667
0,0,2,520,1,1,24,27,0.839416058394161
0,0,1,584,1,1,13,19,0.957627118644068
0,0,2,479,1,1,6,22,0.91869918699187
1,1,0,490,0,3,0,66,0.341666666666667
0,1,0,567,0,3,21,63,0.4140625
1,1,2,592,1,4,10,9,0.346456692913386
0,0,2,474,1,2,4,51,0.399141630901288
0,0,0,465,1,1,3,19,0.957627118644068
1,0,0,567,1,2,7,51,0.399141630901288
0,0,2,495,1,1,27,19,0.957627118644068
1,0,2,472,1,1,24,22,0.91869918699187
0,0,0,515,0,4,20,9,0.346456692913386
0,0,0,512,1,1,3,19,0.957627118644068
1,0,0,468,0,1,27,27,0.839416058394161
0,1,0,567,0,4,11,9,0.346456692913386
0,0,2,553,1,1,3,27,0.839416058394161
1,0,2,441,1,1,27,19,0.957627118644068
0,0,0,502,1,2,13,51,0.399141630901288
0,0,1,510,1,1,3,22,0.91869918699187
1,1,1,518,0,2,9,51,0.399141630901288
1,0,0,465,1,1,0,32,0.950819672131147
0,0,2,486,1,1,27,22,0.91869918699187
1,0,2,486,1,1,10,32,0.950819672131147
